他天生皮肤白，怎么晒都晒不黑。	伊/是/白肉底/，/按怎/曝/嘛/曝/袂/乌/。
快一点，船要开了。	较/紧咧/，/船/欲/起碇矣/。
如果他老爸在，他就不敢胡作非为！	𪜶/老爸/若/伫咧/，/伊/就/毋敢/乱来/！
睡前得记得刷牙。	欲/困/爱/会记得/洗喙/。
希望佛祖可以保佑大家平安健康。	希望/佛祖/会当/保庇/逐家/平安/勇健/。
他们两人私通，全村庄的人都知道。	𪜶/两/人/偷来暗去/，/通/庄头/的/人/拢/嘛/知/。
他已经来了啦。	伊/已经/来矣啦/。
我整首歌都唱得很好，结果最后一句却破音，真是逊掉了！	我/规/块/歌/拢/唱/甲/诚/好/，/结果/上尾/句/煞/必叉/，/有够/落漆/！
真不好意思，我要麻烦你替我跑一趟。	真/歹势/，/我/欲/劳烦/你/替/我/走一逝/。
粮草不足当然会输。	粮草/不/足/当然/嘛/输/。
老板！附送两根葱好吗？	头家/！/佮/两/枝/葱仔/好无/？
这件事情你得要照实讲。	这/件/代志/你/着爱/照实/讲/。
我家是我太太在掌权的，有什么事情麻烦你和我太太说。	阮/兜/是/阮/某/咧/拢权的/，/有/啥物/代志/麻烦/你/共/阮/某/讲/。
现在事机败露了，自己不承担，还硬要赖给别人，实在没道理。	代志/这马/出破矣/，/家己/毋/食认/，/阁/硬欲/赖/予/别人/，/实在/无理/。
说他整天像陀螺一样忙是一种比喻。	讲/伊/规工/若/干乐/是/一/个/譬喻/。
他被大家骂得狗血淋头。	伊/予/众人/骂/甲/臭头/。
这我昨天跟你借的，还你。	这/我/昨昏/共/你/借的/，/还你/。
有骨气的小孩子都比较不肯认输。	硬骨/的/囡仔/拢/较/毋/认输/。
你做完衣服剩余的零星碎布可以给我吗？	你/做/衫/䞐/的/布头布尾/敢/会使/予我/？
你怎么会那么愚直？也不会转圜一下！	你/哪/会/一/个/怐怐/？/袂晓/转踅一下/！
今天在西门町有一群黑道在火拼。	今仔日/伫/西门町/有/一/阵/兄弟/咧/捙拚/。
你先进去餐厅，我去停车。	你/先/入去/餐厅/，/我/来去/停车/。
你们两个人不要在那里斗嘴了！	恁/两/个/人/莫/阁/伫/遐/答喙鼓矣/！
脸上开始出现皱纹了。	面皮/开始/咧/摄裥矣/。
他要是欺人太甚，我就让他好看。	伊/若/阁/软涂深掘/，/我/就/欲/予/伊/好看/。
他是好意要帮你忙，结果却被你骂。	伊/是/好意/欲/共/你/斗相共/，/结果/煞/予/你/骂/。
你是不是这样说？	你/讲/按呢/是毋/？
你有看到他跟你打招呼吗？	你/有/看着/伊/共/你/頕头无/？
后来我就去高雄念书。	落尾/我/就/去/高雄/读册/。
多谢各位乡亲对我的支持和爱护。	多谢/各位/乡亲/对/我/的/支持/佮/爱护/。
这鱼腥味很重，让人闻起来简直要反胃。	这/鱼仔/真/臭臊/，/予/人/鼻着/强欲/反腹/。
这样能见人吗？	按呢/敢/会/祭孤得/？
原住民女人在脸上纹面。	番婆/刺/乌鸦喙/。
我的脚底长一颗水泡。	我/跤底/生/一/粒/水疱/。
这个小孩很怕生。	这个/囡仔/足/惊生份/。
最近市况好不好？	最近/市草/好无/？
老人家骨头容易脆裂。	老人/骨头/梢梢/。
开车要通过斑马线，得要礼让行人先过。	驶车/欲/通过/斑马线/，/着爱/让/予/过路人/先/过/。
他被别人的脚绊一下跌倒了。	伊/去/予/别人/的/跤/拐一下/跋倒/。
他升迁当主任了。	伊/升/起来/做/主任矣/。
我唱歌，他弹琴帮我伴奏。	我/唱/歌/，/伊/弹/琴/替/我/伴奏/。
他这么年轻就得了难缠的病，真是可怜。	伊/遮尔/少年/就/致身命/，/实在/可怜/。
他的数学很厉害。	伊/数学/真/强/。
婴儿在吸奶。	婴仔/咧/欶/奶/。
将死猫埋在土里。	共/死/猫/掩/伫/咧/涂跤/。
那个肥缺有利可图，大家都在争抢。	彼/缺/若/像/一/块/肥肉/，/逐家/拢/咧/相争/抢/。
我回头才看到他站在后面。	我/越头/才/看着/伊/徛/伫/后壁/。
他很有人缘。	伊/真/有人缘/。
他之前都已经认罪了，现在却来翻供。	伊/进前/都/已经/认罪矣/，/这马/煞/来/反口供/。
这块蛋糕被叉一下，居然凹下去了。	这/块/鸡卵糕/攕/一下/煞/凹落去/。
我父母都是很开明的人。	阮/序大人/拢/是/诚/理解/的/人/。
窗户有缝隙，风都从那吹进来。	窗仔/有/缝/，/风/拢/对/遐/贯入来/。
疼惜人家，就要真心疼爱。	疼人/，/着爱/疼/入心/。
他的伎俩被识破了。	伊/予/人/看破/跤手矣/。
年纪大了，牙缝愈来愈大，吃东西常常卡着，真是不舒服。	年岁/有矣/，/喙齿缝/愈/来/愈/栊/，/食/物件/定定/楔咧/，/真/碍虐/。
一句话提了又提。	一/句/话/熥了/阁/熥/。
人民没有受教育会阻碍国家的进步。	人民/无/受/教育/会/阻碍/国家/的/进步/。
牙齿长出来了。	喙齿/发出来矣/。
这位作家自少女时代就开始写作。	这个/作家/自/少女/时代/就/开始/写作/。
你很明显地是在骗我，对不对？	你/分明/是/咧/骗我/，/着无/？
树木被风吹得东倒西歪。	树仔/予/风/吹/甲/东倒西歪/。
他很会说谎。	伊/真/𠢕/讲白贼/。
我想要上厕所。	我/想欲/去/便所/。
我在这里等你。	我/踮/遮/等你/。
我大哥比我大三岁。	阮/大兄/大/我/三/岁/。
他乞求我放他一条生路。	伊/哀求/我/放/伊/一/条/生路/。
今天我请你们。	今仔日/我/请恁/。
老师允许我请假。	老师/准/我/请假/。
来回一趟要几天？	来往/一/逝/着/爱/几/日/？
上辈子烧好香，这辈子才会这么好命。	前世/烧/好/香/，/这世人/才/会/遐/好命/。
这水的杂质还没沉淀，不能煮来喝。	这/水/犹未/坐清/，/毋通/燃/来/啉/。
我的脚扭到了伤得很严重。	我/的/跤/𨂿/一下/诚/严重/。
她哭得眼泪直流。	伊/哭/甲/目屎/四淋垂/。
他最喜欢抓别人的错误。	伊/上/爱/掠/人/的/空缝/。
爱美是人与生俱来的本性。	爱媠/是/人/的/天性/。
台风快要来了，风暴的征兆出现了。	风台/咧欲/来矣/，/咧/起/报头矣/。
恐怕他会下毒手。	恐惊/伊/会/下/毒手/。
他经常为工作的问题在伤脑筋。	伊/不时/为/着/工作/的/问题/咧/伤脑筋/。
他很会制造笑料，弄得大家笑哈哈。	伊/诚/𠢕/激五仁/，/激/甲/逐家/笑咍咍/。
水一路走一路溅出来。	水/沿路/行/沿路/泏/。
爽啦！我中头奖了！	爽啦/！/我/着/头奖矣/！
他差一点被车撞到。	伊/险/去/予/车/挵着/。
他的度量很大。	伊/的/肚肠/诚/阔/。
床舖上舖一条被子。	眠床/顶/舒/一/领/被/。
门开着，冷气从外面吹进来。	门/开开/，/冷气/对/外面/吹入来/。
他们阿三是厨师。	𪜶/阿三仔/是/咧/做/厨子的/。
现在这个时势很难讨生活。	这马/这/个/时势/真/歹/赚食/。
现在景气很差，大家都快没工作了。	这马/景气/真/䆀/，/逐家/拢/强欲/无/头路矣/。
那个老板娘对客人很多礼而周到。	彼个/头家娘/对/人客/诚/好礼/。
你怎么会做这种丢脸的事？	你/哪/会/做/这/款/失体面/的/代志/？
他的指甲常常涂上指甲油。	伊/的/指甲/不时/漆/指甲花/。
他饿得吞下三大碗饭。	伊/枵/甲/囫/三/碗公/饭/。
为了生活，整天辛苦的作事。	为着/生活/，/规/工/操劳/。
这个小孩子很顽皮。	这/个/囡仔/诚/皮/。
我初一跟他读同班。	我/初一/佮/伊/读/仝/班/。
皮鞋都是灰尘，去擦一擦。	皮鞋/全/涂粉/，/去/抿抿咧/。
他的度量满大的，任何事情都不计较。	伊/的/度量/不止仔/阔/，/事事项项/拢/袂/计较/。
你别讲那种话触我霉头。	你/莫/讲/彼号/话/共/我/拍触衰/。
你真是欺人太甚，太过份啦！	你/实在/是/食人够够/，/伤/过份啦/！
剩下的短线不够长，没办法缝衣服。	䞐/的/线头/无/够/长/，/无/法度/紩衫/。
这座坟墓会庇荫子孙。	这/门/风水/会/致荫/囝孙/。
他那只斗鸡很厉害。	伊/彼/只/相拍鸡仔/真/厉害/。
这下子他跑不掉了。	这声/伊/走/袂/去矣/。
我要搭下一班车。	我/欲/坐/后帮/车/。
太阳晒屁股了，你还不快点儿起床！	日头/曝/尻川矣/，/你/犹/毋/紧/起来/！
看到电影主角被虐待，观众跟着流眼泪。	看/着/电影/的/主角/予人/苦毒/，/观众/缀/咧/流/目屎/。
他经常提起这件事。	伊/不时/提起/这/层/代志/。
你做的发粿发得很好。	你/做/的/发粿/发/了/真/好/。
你是阿荣喔！不好意思，我眼拙得很。	你/是/阿荣喔/！/歹势/，/我/真/戆目/。
啊？你说什么？	唅/？/你/讲/啥/？
你这个月的开销比较多。	你/这/个/月/的/开销/有/较/济/。
慢慢儿来，不要急。	慢慢仔是/，/免/着急/。
那间房子已经贴上封条了，所以不能买卖了。	彼/间/厝/已经/贴/封条矣/，/所以/袂当/买卖矣/。
这只表不走了。	这/粒/表仔/定去矣/。
我这么尽心尽力地做，还被人嫌，真令人伤心！	我/做/甲/流/汗/，/犹阁/予/人/嫌/甲/流澜/，/有够/戚心啦/！
我小时候，父母曾教我用母语背诵三字经。	我/细汉/的/时/，/序大人/有/教/我/用/母语/暗念/三字经/。
我现在正在忙，分不开身。	这阵/我/当咧/无闲/，/行袂开跤/。
你带饭盒了吗？	你/有/扎/便当无/？
价钱这么高，你若不出手将来一定会反悔。	价钱/遮/悬/你/若/毋/出/手/，/将来/一定/会/反悔/。
你这种粗鲁的个性要改一改！	你/这/款/土公仔性/着爱/改啦/！
签字之前，必须先看清楚。	签字/进前/，/着/先/看/予/伊/清楚/。
你别拿着蛋糕在那里引诱人！	你/莫/提/鸡卵糕/伫/遐/唌人/！
老师教课的内容你要了解才可以。	老师/教/课/的/内容/你/着/爱/理解/，/才/会用得/。
今天是你们婶婆的生日，我们要包钱让她有场面。	今仔日/是/恁/婶婆/的/生日/，/咱/着/包/红包/去/共/伊/铺排/。
每个人的命运都不同。	每/一/个/人/的/运命/拢/无/仝款/。
他从窗户内伸头出来看外面发生什么事。	伊/对/窗仔门/探头/出来/看/外口/发生/啥物/代志/。
你很爱挪窝儿呢！桌子的位置老是调整不好。	你/真/爱/徙岫呢/！/桌仔/位/撨/拢/袂/好势/。
沙尘到处飞扬。	涂沙粉仔/真/坱/。
这个候选人声势浩大。	这/个/候选人/声势/有够/大/。
那个人疯疯颠颠的。	彼/个/人/痟痟/。
他算是好朋友。	伊/算/是/好/朋友/。
熟人不用行那种生份的礼数。	熟似人/毋免/行/彼号/生份/礼/。
这件事情要怎样处理任由你决定。	这/件/代志/欲/按怎/做/据在你/。
脏衣服要另外放。	垃圾/衫/爱/另外/囥/。
让他们去拚斗，我们在旁边看戏就好。	予/𪜶/两/个/去/仙拚仙/，/咱/蹛/边仔/看/戏/就/好/。
老板，这还有别的样式吗？	头家/，/这/敢/犹阁/有/别款的/？
一副麻将总共有一百四十四张麻将牌子。	一/副/麻雀/拢总/有/一百/四十四/张/麻雀子仔/。
你何时要搬入新家？	你/当时/欲/入厝/？
我的脓疮发炎了，非常痛！	我/的/粒仔/发癀矣/，/足/疼的/！
疔疮的脓汁渗出来了。	疔仔/的/脓/泏出来矣/。
他卖的货，真品赝品相混，你别让他骗了。	伊/卖/的/货/，/正范/假范/相滥/，/你/毋通/予/伊/唬去/。
他家在过桥那边。	𪜶/兜/伫/过/桥/彼/爿/。
阿勇喜欢阿丽。	阿勇/对/阿丽/有/意思/。
他的话说得比较合理像样。	伊/的/话/讲/了/较/正范/。
你不快结婚生子，等到父老子幼时，你就辛苦了。	你/毋/紧/娶某/生囝/，/等/甲/爸老囝幼/，/你/就/艰苦/。
小时候，我祖父就教我背书，还教我许多古人说的道理。	细汉/的/时/，/阮/阿公/就/教/我/背册/，/阁/教/我/真/济/古早/人/讲/的/道理/。
你这样拚命做，身体受得了吗？	你/按呢/拚性命/做/，/身体/敢/会/堪得/？
窗子全部都要关。	窗仔/爱/总/关/。
他会欺负老实人。	伊/会/共/人/食倯/。
他走他的，丢我在这求助无门。	伊/做/伊/走/，/放/我/伫/遮/沐沐泅/。
他穿衣服故意袒胸。	伊/穿/衫/刁持/现胸/。
他为人很随便。	伊/的/人/真/凊彩/。
派遣人去收钱。	派/人/去/收/钱/。
幸好没去，不然就白跑一趟了。	好得/无/去/，/无/，/煞/加/走/一/逝/。
外地的朋友来访，我带他出去附近四处走走看看。	外地/的/朋友/来/相揣/，/我/𤆬/伊/出去/附近/四界/蹓蹓咧/。
我很讨厌别人干预我的事。	我/真/讨厌/别人/干涉/我/的/代志/。
搬新家要看看日子。	入厝/爱/看日/。
他真不怕死，竟然从二楼跳下来。	伊/真/敢/死/，/竟然/对/二/楼/跳落来/。
我是跟你说真的，你却以为我在跟你开玩笑。	我/共/你/讲/真的/，/你/煞/当做/我/咧/共/你/滚笑/。
你猜得真准。	你/臆/了/真/准/。
请你评断看看谁比较有道理。	请/你/评/看/啥人/较/有/理/。
他发烧，额头摸起来温度很高。	伊/发烧/，/头壳/摸/着/烧烘烘/。
你要检点一点。	你/爱/较/检点一下/。
还没定形的泥娃娃不可以摸。	犹未/定性/的/涂尪仔/袂使/摸/。
他整个人缩在那儿睡觉。	伊/规/箍/人/囵/伫/遐/困/。
她刚刚流产，应该要好好地补养身子。	伊/拄仔/交落身/，/着爱/好好仔/侹/身体/。
这件东西卖到没有现货，你若要要事先订购。	这/项/物件/做/袂赴/通/卖/，/你/若/欲爱/着/注文/。
他是我哥哥。	伊/是/阮/兄哥/。
啜一口就好，别喝太多。	𠯗一喙/就/好/，/莫/啉/伤/济/。
要过年了，店内的货品排得满满的！	咧欲/过年矣/，/店头/的/货/排/甲/实捅捅/！
台湾的溪水全都是淡水。	台湾/的/溪水/拢/是/汫水/。
戏院前人潮拥挤。	戏院/头前/洘秫秫/。
他常常说自己命苦，必须要辛苦劳碌一辈子。	伊/定定/讲/家己/歹命/，/爱/拖磨/一世人/。
你的东西掉在地上了。	你/的/物件/落/伫/涂跤矣/。
他们两个人讲得甜甜蜜蜜，好像正在恋爱的样子。	𪜶/两/个/人/讲/甲/糖甘蜜甜/，/敢若/当咧/恋爱/的/款/。
踮起脚尖来看。	蹑跤尾/来/看/。
那位夫人看起来很高贵。	彼/位/夫人/看/着/诚/高贵/。
要做就甘愿一点。	欲/做/就/较/情愿咧/。
到现在他仍不肯出面，不用想也知道事情一定是他干的。	伊/到今/拢/毋肯/出面/，/浅想/嘛/知/代志/一定/是/伊/做的/。
他去年没考上，今年再考，考得很好。	伊/旧年/考/无/牢/，/今年/阁/考/，/考/了/真/好/。
我为你感到高兴。	我/替/你/欢喜/。
她根本就不爱你，为什么你到今天还没觉醒？	伊/根本/就/无/爱你/，/是按怎/你/到/今仔日/犹未/觉醒/？
你小心一点，不要滑倒。	你/较/细腻咧/，/毋通/滑倒/。
昨天晚上他肚子痛到在床上打滚。	昨暗/伊/腹肚/疼/甲/伫/眠床顶/拍翸/。
他全身都是污垢。	伊/规身躯/全/鉎/。
从昨晚到现在他都一直哭泣不止。	自/昨暝/到今/伊/拢/一直/啼啼哭哭/。
裤管口放一放，裤子才不会太短。	裤跤/放放咧/，/裤/才/袂/伤/短/。
他的身价不错。	伊/的/行情/袂䆀/。
他的腰闪到了。	伊/的/腰/去/闪着/。
他今晚要守夜。	伊/下暗/爱/守暝/。
要合股做生意我先把话说明，听完可以接受，再继续讲。	欲/合股/做/生理/我/先/踏话头/，/听/了/会当/接受/，/才/继续/来/讲/。
他欠人家很多钱，经常有债主在巷口堵他还钱。	伊/欠/人/真/济/钱/，/不时/有/债主/伫/巷仔口/张等伊/。
心像被针刺一样。	心肝/像/针/揻/。
读国中那时他就患了气喘病。	读/国中/彼当阵/伊/就/带/痚呴/。
你可以试试看。	你/会当/试看觅/。
今天热到想剥皮。	今仔日/热/甲/强欲/剥皮/。
有没有酒瓶可以卖？	有/酒矸/通/卖无/？
他儿子今年二十多岁了。	𪜶/囝/今年/二十/出头矣/。
目前我们要先解决钱的问题。	眼前/咱/爱/先/解决/钱/的/问题/。
